Architectural Senior Drafter/Job Captain,Midtown West,https://newyork.craigslist.org/mnh/egr/d/new-york-architectural-senior-drafter/7056525899.html
Construction APM / Administrator Role,Brooklyn NY,https://newyork.craigslist.org/brk/egr/d/brooklyn-construction-apm-administrator/7056106668.html
Draftsman/estimator/assistant project manager.,Ridgewood,https://newyork.craigslist.org/que/egr/d/draftsman-estimator-assistant-project/7056086983.html
AutoCad Drafter - MEP Engineering,Brooklyn,https://newyork.craigslist.org/brk/egr/d/brooklyn-autocad-drafter-mep-engineering/7056037024.html
Junior Architect/ Estimator,"Astoria, Queens",https://newyork.craigslist.org/que/egr/d/astoria-junior-architect-estimator/7055965972.html
Project Architect Wanted in Industry City,Brooklyn,https://newyork.craigslist.org/brk/egr/d/brooklyn-project-architect-wanted-in/7055908472.html
JUNIOR ENGINEER / ARCHITECT,,https://newyork.craigslist.org/mnh/egr/d/new-york-junior-engineer-architect/7055826729.html
Assistant for busy CEO of high end prefab start up (Russian&English),Financial District,https://newyork.craigslist.org/mnh/egr/d/new-york-assistant-for-busy-ceo-of-high/7055757186.html
Assistant Project Manager - Construction and Development,"New York, NY",https://newyork.craigslist.org/mnh/egr/d/new-york-assistant-project-manager/7055529682.html
Architect -Full Time-Immediate Hire,Staten Island,https://newyork.craigslist.org/stn/egr/d/architect-full-time-immediate-hire/7055253240.html
Project Architect(s),"Jamaica, Queens",https://newyork.craigslist.org/que/egr/d/project-architects/7055199575.html
Project Coordinator/Manager,Brooklyn,https://newyork.craigslist.org/brk/egr/d/brooklyn-project-coordinator-manager/7055188275.html
Drafting/Estimating Internship,Long Island City,https://newyork.craigslist.org/que/egr/d/long-island-city-drafting-estimating/7055165570.html
MASTER  PLUMBER  - SIGN OFF -  ARCHITECT,BROOKLY,https://newyork.craigslist.org/brk/egr/d/brooklyn-master-plumber-sign-off/7054672905.html
CAD Drafter,"Brooklyn, NY",https://newyork.craigslist.org/brk/egr/d/brooklyn-cad-drafter/7054622360.html
Architects - Residential Experience,New York,https://newyork.craigslist.org/mnh/egr/d/new-york-architects-residential/7054365796.html
Trainee Project Manager at High-End Glass Wall Company,Midtown,https://newyork.craigslist.org/mnh/egr/d/new-york-trainee-project-manager-at/7053744607.html
Facade / Building Envelope Architect,TriBeCa,https://newyork.craigslist.org/mnh/egr/d/facade-building-envelope-architect/7053739977.html
Facade / Building Envelope Project Manager,TriBeCa,https://newyork.craigslist.org/mnh/egr/d/facade-building-envelope-project-manager/7053738995.html
Architect - Project Manager,brooklyn,https://newyork.craigslist.org/brk/egr/d/brooklyn-architect-project-manager/7053686621.html
Freelance Architect,Mamaroneck,https://newyork.craigslist.org/fct/egr/d/mamaroneck-freelance-architect/7053676544.html
Freelance Architect,Mamaroneck,https://newyork.craigslist.org/wch/egr/d/mamaroneck-freelance-architect/7053675609.html
Millwork Draftsman Position,,https://newyork.craigslist.org/brk/egr/d/woodhaven-millwork-draftsman-position/7053656758.html
architect/interior designer,Chelsea,https://newyork.craigslist.org/mnh/egr/d/new-york-architect-interior-designer/7053575686.html
Junior Architect,Harlem / Morningside,https://newyork.craigslist.org/mnh/egr/d/new-york-junior-architect/7053536705.html
Intermediate Architect,Midtown,https://newyork.craigslist.org/mnh/egr/d/new-york-intermediate-architect/7053451893.html
◄◄  SKETCHUP PROFESSIONAL AVAILABLE FOR YOUR 3D PROJECT,"Metro New York, Long Island",https://newyork.craigslist.org/que/egr/d/astoria-sketchup-professional-available/7053384342.html
Architectural drafter,,https://newyork.craigslist.org/brk/egr/d/brooklyn-architectural-drafter/7053089575.html
Draftsman,Flatiron,https://newyork.craigslist.org/mnh/egr/d/new-york-draftsman/7053034286.html
Architect/Designer,New York,https://newyork.craigslist.org/mnh/egr/d/new-york-city-architect-designer/7053015487.html
Structural engineer position available. Bilingual Russian preferred.,Brooklyn NY,https://newyork.craigslist.org/brk/egr/d/brooklyn-structural-engineer-position/7052994663.html
Junior Construction Architect (Licensed or Unlicensed),Jersey City,https://newyork.craigslist.org/mnh/egr/d/jersey-city-junior-construction/7052992808.html
Part-Time / FREELANCE  OPPORTUNITY-for N.Y.I.T. Architecture students+,Chelsea,https://newyork.craigslist.org/mnh/egr/d/part-time-freelance-opportunity-for/7052917796.html
Pro Aire Design seeks Full Time HVAC Estimator / Estimating Assistant,East Flatbush,https://newyork.craigslist.org/brk/egr/d/brooklyn-pro-aire-design-seeks-full/7052843065.html
PART TIME / FREELANCE / INT ARCHITECTURAL DESIGNER - ENTRY LEVEL,DUMBO,https://newyork.craigslist.org/brk/egr/d/brooklyn-part-time-freelance-int/7052653705.html
Project Architect -Revit | Multi Family Residential,Midtown East,https://newyork.craigslist.org/mnh/egr/d/new-york-project-architect-revit-multi/7052267808.html
Structural Engineer,,https://newyork.craigslist.org/que/egr/d/flushing-structural-engineer/7052249864.html
Construction Inspector / Special Inspector,Queens,https://newyork.craigslist.org/que/egr/d/flushing-construction-inspector-special/7052245997.html
Junior/Intermediate Architect - Immediate Hire,Long Island City,https://newyork.craigslist.org/que/egr/d/long-island-city-junior-intermediate/7052181141.html
Project Architect(s),"Jamaica, Queens",https://newyork.craigslist.org/que/egr/d/project-architects/7052133030.html
Junior Architect,Mamaroneck,https://newyork.craigslist.org/wch/egr/d/mamaroneck-junior-architect/7052115955.html
Drafter,Ridgewood,https://newyork.craigslist.org/que/egr/d/brooklyn-drafter/7052109003.html
Estimating Plan Clerk,long island city,https://newyork.craigslist.org/que/egr/d/long-island-city-estimating-plan-clerk/7052045811.html
AutoCad is a requirement.......,Upper East Side,https://newyork.craigslist.org/mnh/egr/d/new-york-autocad-is-requirement/7051948263.html
Top Architectural Metal  + Glass Company looking for drafter/engineer!,Woodside,https://newyork.craigslist.org/que/egr/d/woodside-top-architectural-metal-glass/7051801345.html
Interior Designer (Int/Sr),Flatiron,https://newyork.craigslist.org/mnh/egr/d/new-york-interior-designer-int-sr/7051770984.html
Architectural Drafter (Mid/Sr),Flatiron,https://newyork.craigslist.org/mnh/egr/d/new-york-architectural-drafter-mid-sr/7051762121.html
Senior Mechanical Design Engineer,,https://newyork.craigslist.org/brk/egr/d/brooklyn-senior-mechanical-design/7051599379.html
Floor Plan Measurer: AS-BUILT Drawings $50/hr (NY),"New York, NY",https://newyork.craigslist.org/mnh/egr/d/new-york-city-floor-plan-measurer-as/7051593870.html
Senior Architect | Restaurant Architecture Firm,Midtown,https://newyork.craigslist.org/mnh/egr/d/new-york-senior-architect-restaurant/7051552373.html
Construction Estimator,Flushing Queens,https://newyork.craigslist.org/que/egr/d/flushing-construction-estimator/7051532561.html
Architectural Drafter,"Huntington Station, NY",https://newyork.craigslist.org/lgi/egr/d/huntington-station-architectural-drafter/7051517894.html
Intermediate Architect - Single-Family/Luxury Custom Homes,Midtown,https://newyork.craigslist.org/mnh/egr/d/new-york-intermediate-architect-single/7051134047.html
Senior Drafter/Job Captain,Midtown West,https://newyork.craigslist.org/mnh/egr/d/new-york-senior-drafter-job-captain/7051059147.html
Project Manager for Carpeting and Custom Area Rugs Showroom,Chelsea,https://newyork.craigslist.org/mnh/egr/d/project-manager-for-carpeting-and/7051051275.html
Architect 3-10 years' Experience,Manhattan,https://newyork.craigslist.org/mnh/egr/d/new-york-architect-3-10-years-experience/7051014069.html
Experienced Kitchen & Bath Designer Wanted,Midtown West,https://newyork.craigslist.org/mnh/egr/d/experienced-kitchen-bath-designer-wanted/7050980899.html
Construction Estimator Required,Bronx,https://newyork.craigslist.org/brx/egr/d/bronx-construction-estimator-required/7050926280.html
Use LEGO® to teach kids engineering concepts!,,https://newyork.craigslist.org/brx/egr/d/bronx-use-lego-to-teach-kids/7050851562.html
Architect (3-5 Years Experience),Downtown,https://newyork.craigslist.org/mnh/egr/d/new-york-architect-3-5-years-experience/7050757914.html
Drafter/Estimator Experienced in steel fabrication,college point queens,https://newyork.craigslist.org/que/egr/d/flushing-drafter-estimator-experienced/7049531546.html
Job- Casting: Are you in love with an international student,Midtown,https://newyork.craigslist.org/mnh/egr/d/new-york-job-casting-are-you-in-love/7049335229.html
Facade / Building Envelope Architect,TriBeCa,https://newyork.craigslist.org/mnh/egr/d/facade-building-envelope-architect/7049330903.html
Facade / Building Envelope Project Manager,TriBeCa,https://newyork.craigslist.org/mnh/egr/d/facade-building-envelope-project-manager/7049329298.html
Project Architect(s),"Jamaica, Queens",https://newyork.craigslist.org/que/egr/d/project-architects/7049134553.html
engineer- structural,new york,https://newyork.craigslist.org/mnh/egr/d/new-york-engineer-structural/7049049876.html
Project Manager (DOB Class 1 or 2 ID),Midtown West,https://newyork.craigslist.org/mnh/egr/d/new-york-project-manager-dob-class-1-or/7048996998.html
Class 2 Senior Project Manager / Code Consultant,Midtown West,https://newyork.craigslist.org/mnh/egr/d/new-york-class-2-senior-project-manager/7048988980.html
Structural Engineer,Rego Park,https://newyork.craigslist.org/que/egr/d/structural-engineer/7048984818.html
ARCHITECT / DRAFTER,Brooklyn,https://newyork.craigslist.org/brk/egr/d/brooklyn-architect-drafter/7048900445.html
Project Manager/Site Superintendent,NYC,https://newyork.craigslist.org/que/egr/d/long-island-city-project-manager-site/7048647059.html
Sales & Design Coordinator,Murray Hill,https://newyork.craigslist.org/mnh/egr/d/new-york-sales-design-coordinator/7048605165.html
Electronic technician,PORT CHESTER or Tarrytown,https://newyork.craigslist.org/wch/egr/d/port-chester-electronic-technician/7048566280.html
Designer/Architect,Midtown West,https://newyork.craigslist.org/mnh/egr/d/new-york-designer-architect/7048525636.html
Architectural Senior Drafter/Job Captain,Midtown West,https://newyork.craigslist.org/mnh/egr/d/new-york-architectural-senior-drafter/7048463475.html
Office Administrator Wanted @ Architectural Firm,Upper West Side,https://newyork.craigslist.org/mnh/egr/d/new-york-office-administrator-wanted/7048462384.html
Architectural Consultant/Expediter,Downtown,https://newyork.craigslist.org/mnh/egr/d/architectural-consultant-expediter/7048375317.html
Drafting / Structural / Site Safety Plans,,https://newyork.craigslist.org/que/egr/d/new-york-drafting-structural-site/7048264676.html
Assistant Construction Project Manager,,https://newyork.craigslist.org/brk/egr/d/new-york-assistant-construction-project/7048240104.html
Architectural drafter,Brooklyn NY,https://newyork.craigslist.org/brk/egr/d/brooklyn-architectural-drafter/7047982499.html
JUNIOR AUTOCAD / PROJECT DESIGNER- RESIDENTIAL RENOVATION: TRHNYC,Upper East Side,https://newyork.craigslist.org/mnh/egr/d/new-york-junior-autocad-project/7047837848.html
Project Manager / Asst Project Manager,Upper East Side,https://newyork.craigslist.org/mnh/egr/d/new-york-project-manager-asst-project/7047834657.html
Project Architect/ Project Manager,Midtown,https://newyork.craigslist.org/mnh/egr/d/brooklyn-project-architect-project/7047630539.html
Auto Cad Draftsperson/Landscape Designer,Miller Place,https://newyork.craigslist.org/lgi/egr/d/sound-beach-auto-cad-draftsperson/7047490991.html
CAD/ESTIMATING/TAKE OFF SPECIALIST,Flushing/College Point,https://newyork.craigslist.org/que/egr/d/college-point-cad-estimating-take-off/7047414021.html
ARCHITECT,,https://newyork.craigslist.org/brk/egr/d/brooklyn-architect/7047024319.html
Senior Architect,Flatiron,https://newyork.craigslist.org/mnh/egr/d/senior-architect/7047008321.html
Architect/Designer,New York,https://newyork.craigslist.org/mnh/egr/d/new-york-city-architect-designer/7046974455.html
Project Manager,queens,https://newyork.craigslist.org/que/egr/d/project-manager/7046867741.html
Electrical Engineer,Midtown,https://newyork.craigslist.org/mnh/egr/d/new-york-city-electrical-engineer/7046731028.html
Plumbing / Fire Protection Engineer,,https://newyork.craigslist.org/mnh/egr/d/long-island-city-plumbing-fire/7046730306.html
CIVIL ENGINEERS & Surveyors - All Levels,Midtown,https://newyork.craigslist.org/mnh/egr/d/new-york-city-civil-engineers-surveyors/7046626141.html
LAND SURVEY TECHNICIAN/PARTY CHIEF,NEW YORK,https://newyork.craigslist.org/que/egr/d/jamaica-land-survey-technician-party/7046542982.html
Links ,Titles ,Addresses,Descriptions
,Architect/draftsperson,Midwood,"
        
Full time position available in mid-size architectural firm located in the Midwood section of Brooklyn. Residential and  commercial projects. Position requires  a bachelors degree  in architecture   ,  knowledge of NYC zoning and building codes  and proficiency in autocad .
    "
,Revit Operator - Part or Full Time,SoHo,"
        
We seek IMMEDIATE help with a skilled Revit user for documentation on a single-family house. This is a posting only for experienced Revit users.

Work can last as short as one month, full-time, with potential to transition to permanent full-time depending on performance. 

Applicants must demonstrate complete mastery of Revit, including the following tasks:
- General documentation;
- Building all types of families from scratch;
- Modeling of sophisticated geometries in a way that permits them to be documented.

While architecture experience is not a requirement, it is a benefit.

Please forward a resume and a PDF that includes past Revit work. Particularly attention will be given to applicants who can show construction documents from Revit.    "
,Project Manager/ Drafter,,"
        
Architectural Sheet Metal and Grille company looking

Employment type: full-time

Duties include but are not limited to preliminary review of bid packages, preparing proposals, take offs, analyzing drawings (blueprints), following up on RFIs, being a liaison between company and subcontractors, attend meetings and progress walk-throughs

Must have experience drafting in construction or other related field. 

MUST HAVE 2 years experience in the field, knowledge of construction software/ strong analytical and communication skills.
Must be detail oriented and possess good customer service skills. Must work well with others, have good work ethic, be self motivated and a team player.    "
